Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
The Sunlit Man,,A Cosmere Novel,,,Brandon Sanderson,"Sanderson, Brandon",,,,,,Tor Publishing Group,New York,2024/03/05,2024,,,,Fiction,"From #1 New York Times bestselling author Brandon Sanderson—creator of The Stormlight Archive, the Mistborn Saga, and countless bestselling works of science fiction and fantasy—comes this standalone novel showing a rare glimpse of a future Cosmere universe.Running. Putting distance between himself and the relentless Night Brigade has been Nomad’s strategy for years. Staying one or two steps ahead of his pursuers by skipping through the Cosmere from one world to the next.But now, his powers too depleted to escape, Nomad finds himself trapped on Canticle, a planet that will kill anyone who doesn’t keep moving. Fleeing the fires of a sunrise that melts the very stones, he is instantly caught up in the struggle between a heartless tyrant and the brave rebels who defy him.Failure means a quick death, incinerated by the sun... or a lifetime as a mindless slave. Tormented by the consequences of his past, Nomad must fight not only for his survival—but also for his very soul.Other Tor books by Brandon SandersonThe CosmereThe Stormlight ArchiveThe Way of KingsWords of RadianceEdgedancer (novella)OathbringerDawnshard (novella)Rhythm of WarThe Mistborn SagaThe Original TrilogyMistbornThe Well of AscensionThe Hero of AgesWax and WayneThe Alloy of LawShadows of SelfThe Bands of MourningThe Lost MetalOther Cosmere novelsElantrisWarbreakerTress of the Emerald SeaYumi and the Nightmare PainterThe Sunlit ManCollectionArcanum Unbounded: The Cosmere CollectionThe Alcatraz vs. the Evil Librarians seriesAlcatraz vs. the Evil LibrariansThe Scrivener's BonesThe Knights of CrystalliaThe Shattered LensThe Dark TalentBastille vs. the Evil Librarians (with Janci Patterson)Other novelsThe RithmatistLegion: The Many Lives of Stephen LeedsThe Frugal Wizard’s Handbook for Surviving Medieval EnglandOther books by Brandon SandersonThe ReckonersSteelheartFirefightCalamitySkywardSkywardStarsightCytonicSkyward Flight (with Janci Patterson)Defiant",,,,,,,,,,,400,,,6.54 x 1.26 x 9.84 in,,,English,,813/.6,,,,9781250899712,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 11:01:53.799270033,,,,,,,,EymcEAAAQBAJ,,0,0,0,,,
The Toll,,,,,Neal Shusterman,"Shusterman, Neal",,,,,,Simon and Schuster,"New York, USA",2019/11/05,2019,,,,Young Adult Fiction,"In the highly anticipated finale to the New York Times bestselling trilogy, dictators, prophets, and tensions rise. In a world that’s conquered death, will humanity finally be torn asunder by the immortal beings it created?Citra and Rowan have disappeared. Endura is gone. It seems like nothing stands between Scythe Goddard and absolute dominion over the world scythedom. With the silence of the Thunderhead and the reverberations of the Great Resonance still shaking the earth to its core, the question remains: Is there anyone left who can stop him? The answer lies in the Tone, the Toll, and the Thunder.",,,,,,,,,,,640,,,5.51 x 2.20 x 8.66 in,,,English,,[Fic],,,,9781481497060,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/06/09 17:30:51.300830960,,,,,,,,D920DwAAQBAJ,,0,0,0,,,
The Two Towers,,Being the Second Part of The Lord of the Rings,,,John Ronald Reuel Tolkien,"Tolkien, John Ronald Reuel",,,,,,Mariner Books,New York,,2012,,,,Fiction,"The second volume in J.R.R. Tolkien's epic adventure THE LORD OF THE RINGS One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkness bind them Frodo and his Companions of the Ring have been beset by danger during their quest to prevent the Ruling Ring from falling into the hands of the Dark Lord by destroying it in the Cracks of Doom. They have lost the wizard, Gandalf, in a battle in the Mines of Moria. And Boromir, seduced by the power of the Ring, tried to seize it by force. While Frodo and Sam made their escape, the rest of the company was attacked by Orcs. Now they continue the journey alone down the great River Anduin alone, that is, save for the mysterious creeping figure that follows wherever they go.  Among the greatest works of imaginative fiction of the twentieth century. The book presents us with the richest profusion of new lands and creatures, from the beauty of Lothlorien to the horror of Mordor. Sunday Telegraph J.R.R. TOLKIEN (1892 1973) is the creator of Middle-earth and author of such classic and extraordinary works of fiction as The Hobbit, The Lord of the Rings, and The Silmarillion. His books have been translated into more than fifty languages and have sold many millions of copies worldwide. www.lordoftheringstrilogy.com """,,,,,,,,,,,322,,,5.51 x 0.87 x 8.27 in,,,English,,,,,,9780547928203,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/05/28 20:07:17.902011990,,,,,,,,jiuHtQAACAAJ,,0,0,0,,,
The Ultimate RPG Character Backstory Guide: Expanded Genres Edition,,"Prompts and Activities to Create Compelling Characters for Horror, Sci-Fi, X-Punk, and More",,,James D’Amato,"D’Amato, James",,,,,,Simon and Schuster,"New York, N.Y.",2022/06/14,2022,,,,Games & Activities,"Take your skyship pirate, haunted waif, or alien scientist to the next level with this fun, interactive book of exercises to help you build your RPG character’s backstory—made specifically for the genres you love to play.You can now explore new RPG character ideas with this character backstory guide to the most popular RPG genres beyond fantasy, from sci-fi to horror and superhero to western-themed games. This latest guide from One Shot creator and RPG expert James D’Amato helps you build out an existing character or create a new one, with these activities that provide plenty of RPG fun before you even hit the gaming table. With activities to help you flesh out characters for fantasy, sci-fi, horror, x-punk, superhero and western campaigns (with an extra chapter of neutral exercises you can use whenever you like), this book has everything you need, whether you’re looking to start a new character, build out an existing character you’re currently playing, or explore new character ideas and genres.",,,,,,,,,,,336,,,5.51 x 0.79 x 8.43 in,,,English,,793.93,,,,9781507217917,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 11:01:53.810613989,,,,,,,,qzpwEAAAQBAJ,,0,0,0,,,
The Uncoupling,,,,,Meg Wolitzer,"Wolitzer, Meg",,,,,,Riverhead Books,New York,,2011,,,,Desire,"From the New York Times-bestselling author of The Interestings and The Female Persuasion, a funny, provocative, revealing novel about female desire.   When the elliptical new drama teacher at Stellar Plains High School chooses for the school play Lysistrata-the comedy by Aristophanes in which women stop having sex with men in order to end a war-a strange spell seems to be cast over the school. Or, at least, over the women. One by one throughout the high school community, perfectly healthy, normal women and teenage girls turn away from their husbands and boyfriends in the bedroom, for reasons they don't really understand. As the women worry over their loss of passion, and the men become by turns unhappy, offended, and above all, confused, both sides are forced to look at their shared history, and at their sexual selves in a new light.  As she did to such acclaim with the New York Times bestseller The Ten-Year Nap, Wolitzer tackles an issue that has deep ramifications for women's lives, in a way that makes it funny, riveting, and totally fresh-allowing us to see our own lives through her insightful lens.Read an essay about writing The Uncoupling from the author, Meg Wolitzer.",,,,,,,,,,,271,,,,,12.99 $,English,,813/.54,,,,9781594487880,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 10:54:26.079458951,,,,,,,,,,0,0,0,,https://covers.openlibrary.org/b/id/6716815-L.jpg,
The Water Dancer,,A Novel,,,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,,,,,Random House Publishing Group,New York,2019/09/24,2019,,,,Fiction,"#1 NEW YORK TIMES BESTSELLER • OPRAH’S BOOK CLUB PICK • From the National Book Award–winning author of Between the World and Me, a boldly conjured debut novel about a magical gift, a devastating loss, and an underground war for freedom.“This potent book about America’s most disgraceful sin establishes [Ta-Nehisi Coates] as a first-rate novelist.”—San Francisco ChronicleIN DEVELOPMENT AS A MAJOR MOTION PICTURE • Adapted by Ta-Nehisi Coates and Kamilah Forbes, directed by Nia DaCosta, and produced by MGM, Plan B, and Oprah Winfrey’s Harpo FilmsNOMINATED FOR THE NAACP IMAGE AWARD • NAMED ONE OF PASTE’S BEST NOVELS OF THE DECADE • NAMED ONE OF THE BEST BOOKS OF THE YEAR BY Time • NPR • The Washington Post • Chicago Tribune • Vanity Fair • Esquire • Good Housekeeping • Paste • Town & Country • The New York Public Library • Kirkus Reviews • Library Journal Young Hiram Walker was born into bondage. When his mother was sold away, Hiram was robbed of all memory of her—but was gifted with a mysterious power. Years later, when Hiram almost drowns in a river, that same power saves his life. This brush with death births an urgency in Hiram and a daring scheme: to escape from the only home he’s ever known. So begins an unexpected journey that takes Hiram from the corrupt grandeur of Virginia’s proud plantations to desperate guerrilla cells in the wilderness, from the coffin of the Deep South to dangerously idealistic movements in the North. Even as he’s enlisted in the underground war between slavers and the enslaved, Hiram’s resolve to rescue the family he left behind endures. This is the dramatic story of an atrocity inflicted on generations of women, men, and children—the violent and capricious separation of families—and the war they waged to simply make lives with the people they loved. Written by one of today’s most exciting thinkers and writers, The Water Dancer is a propulsive, transcendent work that restores the humanity of those from whom everything was stolen.Praise for The Water Dancer“Ta-Nehisi Coates is the most important essayist in a generation and a writer who changed the national political conversation about race with his 2015 memoir, Between the World and Me. So naturally his debut novel comes with slightly unrealistic expectations—and then proceeds to exceed them. The Water Dancer . . . is a work of both staggering imagination and rich historical significance. . . . What’s most powerful is the way Coates enlists his notions of the fantastic, as well as his fluid prose, to probe a wound that never seems to heal. . . . Timeless and instantly canon-worthy.”—Rolling Stone",,,,,,,,,,,416,,,6.46 x 1.30 x 9.84 in,,14.99 $,English,,813/.6,,,,9780399590597,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:54:56.440575957,,,,,,,,kDqzDwAAQBAJ,,0,0,0,,,
The Way of Kings,,Book One of the Stormlight Archive,,,Brandon Sanderson,"Sanderson, Brandon",,,,,,Tor,New York,2010/08/31,2010,,,,New York Times Bestseller,"From #1 New York Times bestselling author Brandon Sanderson, The Way of Kings, Book One of the Stormlight Archive, begins an incredible new saga of epic proportion. Roshar is a world of stone and storms. Uncanny tempests of incredible power sweep across the rocky terrain so frequently that they have shaped ecology and civilization alike. Animals hide in shells, trees pull in branches, and grass retracts into the soilless ground. Cities are built only where the topography offers shelter. It has been centuries since the fall of the ten consecrated orders known as the Knights Radiant, but their Shardblades and Shardplate remain: mystical swords and suits of armor that transform ordinary men into near-invincible warriors. Men trade kingdoms for Shardblades. Wars were fought for them, and won by them. One such war rages on a ruined landscape called the Shattered Plains. There, Kaladin, who traded his medical apprenticeship for a spear to protect his little brother, has been reduced to slavery. In a war that makes no sense, where ten armies fight separately against a single foe, he struggles to save his men and to fathom the leaders who consider them expendable. Brightlord Dalinar Kholin commands one of those other armies. Like his brother, the late king, he is fascinated by an ancient text called The Way of Kings. Troubled by over-powering visions of ancient times and the Knights Radiant, he has begun to doubt his own sanity. Across the ocean, an untried young woman named Shallan seeks to train under an eminent scholar and notorious heretic, Dalinar's niece, Jasnah. Though she genuinely loves learning, Shallan's motives are less than pure. As she plans a daring theft, her research for Jasnah hints at secrets of the Knights Radiant and the true cause of the war. The result of over ten years of planning, writing, and world-building, The Way of Kings is but the opening movement of the Stormlight Archive, a bold masterpiece in the making. Speak again the ancient oaths: Life before death. Strength before weakness. Journey before Destination. and return to men the Shards they once bore. The Knights Radiant must stand again. Other Tor books by Brandon Sanderson The Cosmere The Stormlight Archive ● The Way of Kings ● Words of Radiance ● Edgedancer (novella) ● Oathbringer ● Dawnshard (novella) ● Rhythm of War The Mistborn Saga The Original Trilogy ● Mistborn ● The Well of Ascension ● The Hero of Ages Wax and Wayne ● The Alloy of Law ● Shadows of Self ● The Bands of Mourning ● The Lost Metal Other Cosmere novels ● Elantris ● Warbreaker ● Tress of the Emerald Sea ● Yumi and the Nightmare Painter ● The Sunlit Man Collection ● Arcanum Unbounded: The Cosmere Collection The Alcatraz vs. the Evil Librarians series ● Alcatraz vs. the Evil Librarians ● The Scrivener's Bones ● The Knights of Crystallia ● The Shattered Lens ● The Dark Talent ● Bastille vs. the Evil Librarians (with Janci Patterson) Other novels ● The Rithmatist ● Legion: The Many Lives of Stephen Leeds ● The Frugal Wizard’s Handbook for Surviving Medieval England Other books by Brandon Sanderson The Reckoners ● Steelheart ● Firefight ● Calamity Skyward ● Skyward ● Starsight ● Cytonic ● Skyward Flight (with Janci Patterson) ● Defiant At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",,,,,,,,,,,1008,,,,,11.99 $,English,,813/.6,,,,9780765326355,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 10:47:18.931753039,,,,,,,,,,0,0,0,,https://covers.openlibrary.org/b/id/7429768-L.jpg,
The Well of Ascension,,Book Two of Mistborn,,,Brandon Sanderson,"Sanderson, Brandon",,,,,,Tor Publishing Group,,2019/10/29,2019,,,,Fiction,"Now with over 10 million copies sold, The Mistborn Series has the thrills of a heist story, the twistiness of political intrigue, and the epic scale of a landmark fantasy saga.They did the impossible, ending the thousand-year reign of the godlike Lord Ruler. Now Vin, the former street urchin turned powerful Mistborn, and Elend Venture, the idealistic young nobleman who loves her, must build a healthy new society in the ashes of an empire.As tensions grow in the wake of the uprising, an ancient legend seems to offer a glimmer of hope. But even if it really exists, no one knows where to find the Well of Ascension or what manner of power it bestows.It may just be that killing the Lord Ruler was the easy part. Surviving the aftermath of his fall is going to be the real challenge.Other Tor books by Brandon SandersonThe CosmereThe Stormlight Archive● The Way of Kings● Words of Radiance● Edgedancer (novella)● Oathbringer● Dawnshard (novella)● Rhythm of War● Wind and TruthThe Mistborn SagaThe Original Trilogy● Mistborn● The Well of Ascension● The Hero of AgesWax & Wayne● The Alloy of Law● Shadows of Self● The Bands of Mourning● The Lost MetalOther Cosmere novels● Elantris● Warbreaker● Tress of the Emerald Sea● Yumi and the Nightmare Painter● The Sunlit ManCollection● Arcanum Unbounded: The Cosmere CollectionAlcatraz vs. the Evil Librarians● Alcatraz vs. the Evil Librarians● The Scrivener's Bones● The Knights of Crystallia● The Shattered Lens● The Dark Talent● Bastille vs. the Evil Librarians (with Janci Patterson)Other novels● The Rithmatist● Legion: The Many Lives of Stephen Leeds● The Frugal Wizard’s Handbook for Surviving Medieval EnglandOther books by Brandon SandersonThe Reckoners● Steelheart● Firefight● Calamity● Lux (with Steven Michael Bohls)Skyward● Skyward● Starsight● Cytonic● Skyward Flight (with Janci Patterson)● Defiant",,,,,,,,,,,816,,,,,,English,,,,,,9781250318572,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 09:34:32.091143012,,,,,,,,B18UugEACAAJ,,0,0,0,,,
The Will of the Many,,,,,James Islington,"Islington, James",,,,,,Simon and Schuster,,2023/05/23,2023,,,,Fiction,"At the elite Catenan Academy, a young fugitive uncovers layered mysteries and world-changing secrets in this new fantasy series by internationally bestselling author of The Licanius Trilogy, James Islington.AUDI. VIDE. TACE. The Catenan Republic—the Hierarchy—may rule the world now, but they do not know everything. I tell them my name is Vis Telimus. I tell them I was orphaned after a tragic accident three years ago, and that good fortune alone has led to my acceptance into their most prestigious school. I tell them that once I graduate, I will gladly join the rest of civilised society in allowing my strength, my drive and my focus—what they call Will—to be leeched away and added to the power of those above me, as millions already do. As all must eventually do. I tell them that I belong, and they believe me. But the truth is that I have been sent to the Academy to find answers. To solve a murder. To search for an ancient weapon. To uncover secrets that may tear the Republic apart. And that I will never, ever cede my Will to the empire that executed my family. To survive, though, I will still have to rise through the Academy’s ranks. I will have to smile, and make friends, and pretend to be one of them and win. Because if I cannot, then those who want to control me, who know my real name, will no longer have any use for me. And if the Hierarchy finds out who I truly am, they will kill me.",,,,,,,,,,,630,,,,,,English,,,,,,9781982141172,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 09:32:46.760941028,,,,,,,,53u7EAAAQBAJ,,0,0,0,,,
The World of Odysseus,,,,,M. I. Finley,"Finley, M. I.",,,,,,New York Review of Books,New York,2002/09/30,2002,,,,History,"The World of Odysseus is a concise and penetrating account of the society that gave birth to the Iliad and the Odyssey--a book that provides a vivid picture of the Greek Dark Ages, its men and women, works and days, morals and values. Long celebrated as a pathbreaking achievement in the social history of the ancient world, M.I. Finley's brilliant study remains, as classicist Bernard Knox notes in his introduction to this new edition, ""as indispensable to the professional as it is accessible to the general reader""--a fundamental companion for students of Homer and Homeric Greece.",,,,,,,,,,,232,,,4.96 x 0.47 x 8.27 in,,,English,,883/.01,,,,9781590170175,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 16:09:37.972412943,,,,,,,,Kqm1s-N3Zj0C,,0,0,0,,,
Thunderhead,,,,,Neal Shusterman,"Shusterman, Neal",,,,,,Simon and Schuster,New York,2019/06/04,2019,,,,Young Adult Fiction,"“Intelligent and entertaining.” —Kirkus Reviews (starred review) “Even better than the first book.” —School Library Journal (starred review) Rowan and Citra take opposite stances on the morality of the Scythedom, putting them at odds, in the chilling sequel to the Printz Honor Book Scythe from New York Times bestseller Neal Shusterman, author of the Unwind dystology.Humans learn from their mistakes. I cannot. I make no mistakes. The Thunderhead is the perfect ruler of a perfect world, but it has no control over the scythedom. A year has passed since Rowan had gone off grid. Since then, he has become an urban legend, a vigilante snuffing out corrupt scythes in a trial by fire. His story is told in whispers across the continent. As Scythe Anastasia, Citra gleans with compassion and openly challenges the ideals of the “new order.” But when her life is threatened and her methods questioned, it becomes clear that not everyone is open to the change. Old foes and new enemies converge, and as corruption within the Scythedom spreads, Rowan and Citra begin to lose hope. Will the Thunderhead intervene? Or will it simply watch as this perfect world begins to unravel?",,,,,,,,,,,512,,,,,,English,,[Fic],,,,9781442472464,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/06/09 17:30:51.296838998,,,,,,,,lHzZDwAAQBAJ,,0,0,0,,,
Tigana,,Anniversary Edition,,,Guy Gavriel Kay,"Kay, Guy Gavriel",,,,,,Penguin,,1999/12/01,1999,,,,Fiction,"A masterful epic of magic, politics, war, and the power of love and hate—from the renowned author of The Fionavar Tapestry and Children of Earth and Sky.Tigana is the magical story of a beleaguered land struggling to be free. It is the tale of a people so cursed by the black sorcery of a cruel despotic king that even the name of their once-beautiful homeland cannot be spoken or remembered...   But years after the devastation, a handful of courageous men and women embark upon a dangerous crusade to overthrow their conquerors and bring back to the dark world the brilliance of a long-lost name...Tigana.   Against the magnificently rendered background of a world both sensuous and barbaric, this sweeping epic of a passionate people pursuing their dream is breathtaking in its vision, changing forever the boundaries of fantasy fiction.",,,,,,,,,,,688,,,5.16 x 1.50 x 8.27 in,,,English,,,,,,9780451457769,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/05/14 20:14:44.538437962,,,,,,,,-8zYDwAAQBAJ,,0,0,0,,,
"Tomorrow, and Tomorrow, and Tomorrow",,A novel,,,Gabrielle Zevin,"Zevin, Gabrielle",,,,,,Knopf Doubleday Publishing Group,New York,2022/07/05,2022,,,,Fiction,"NEW YORK TIMES BESTSELLER • Sam and Sadie—two college friends, often in love, but never lovers—become creative partners in a dazzling and intricately imagined world of video game design, where success brings them fame, joy, tragedy, duplicity, and, ultimately, a kind of immortality. It is a love story, but not one you have read before. ""Delightful and absorbing."" —The New York Times • ""Utterly brilliant."" —John Green  One of the New York Times’s 100 Best Books of the 21st Century • One of the Best Books of the Year: The New York Times, Entertainment Weekly, TIME, GoodReads, Oprah DailyFrom the best-selling author of The Storied Life of A. J. Fikry: On a bitter-cold day, in the December of his junior year at Harvard, Sam Masur exits a subway car and sees, amid the hordes of people waiting on the platform, Sadie Green. He calls her name. For a moment, she pretends she hasn’t heard him, but then, she turns, and a game begins: a legendary collaboration that will launch them to stardom. These friends, intimates since childhood, borrow money, beg favors, and, before even graduating college, they have created their first blockbuster, Ichigo. Overnight, the world is theirs. Not even twenty-five years old, Sam and Sadie are brilliant, successful, and rich, but these qualities won’t protect them from their own creative ambitions or the betrayals of their hearts.Spanning thirty years, from Cambridge, Massachusetts, to Venice Beach, California, and lands in between and far beyond, Gabrielle Zevin’s Tomorrow, and Tomorrow, and Tomorrow examines the multifarious nature of identity, disability, failure, the redemptive possibilities in play, and above all, our need to connect: to be loved and to love.",,,,,,,,,,,416,,,6.42 x 1.42 x 9.84 in,,13.99 $,English,,813/.6,,,,9780593321201,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 11:01:53.776334047,,,,,,,,Nm-TEAAAQBAJ,,0,0,0,,,
Tress of the Emerald Sea,,A Cosmere Novel,,,Brandon Sanderson,"Sanderson, Brandon",,,,,,"Doherty Associates, LLC, Tom",,,2024,,,,Fiction,,,,,,,,,,,,,,,,,,,,,,,,9781250899668,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 09:32:46.765501976,,,,,,,,,,0,0,0,,http://images.amazon.com/images/P/1250899664.01Z.jpg,
True Irish Ghost Stories,,,,,"St. John Drelincourt Seymour,Harry L. Neligan","Seymour, St. John Drelincourt",,,,,,A. Figgis,"Bristol, England",,1969,,,,Ghosts,"""These startling accounts of unexplained happenings were supplied by people all over Ireland following an appeal made in the national press for evidence of paranormal experiences. The compilers offer no explanations or interpretations - you are left to draw your own chilling conclusions!""-- Front cover.",,,,,,,,,,,298,,,,,,English,,133.1,,,,9780752526799,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/07/12 09:07:18.302837967,,,,,,,,UL6euOavDQ4C,,0,0,0,,,
Turtles All the Way Down,,,,,John Green,"Green, John",,,,,,Penguin,"New York, USA",2017/10/10,2017,,,,Young Adult Fiction,"FEATURED ON 60 MINUTES and FRESH AIR“So surprising and moving and true that I became completely unstrung.” – The New York TimesNamed a best book of the year by: The New York Times, NPR, TIME, Wall Street Journal, Boston Globe, Entertainment Weekly, Southern Living, Publishers Weekly, BookPage, A.V. Club, Bustle, BuzzFeed, Vulture, and many more!JOHN GREEN, the acclaimed author of Looking for Alaska and The Fault in Our Stars, returns with a story of shattering, unflinching clarity in this brilliant novel of love, resilience, and the power of lifelong friendship.Aza Holmes never intended to pursue the disappearance of fugitive billionaire Russell Pickett, but there’s a hundred-thousand-dollar reward at stake and her Best and Most Fearless Friend, Daisy, is eager to investigate. So together, they navigate the short distance and broad divides that separate them from Pickett’s son Davis. Aza is trying. She is trying to be a good daughter, a good friend, a good student, and maybe even a good detective, while also living within the ever-tightening spiral of her own thoughts.",,,,,,,,,,,304,,,5.75 x 1.10 x 8.66 in,,,English,,[Fic],,,,9780525555360,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:54:56.450170040,,,,,,,,bzA7DwAAQBAJ,,0,0,0,,,
Ueli Steck,,My Life in Climbing,,,"Ueli Steck,Karin Steinbach","Steck, Ueli",,,,,,Mountaineers Books,"Seattle, Washington",,2018,,,,Biography & Autobiography,"Steck was considered by many to be one of the strongest climbers who ever lived The holder of six amazing speed-climbing records The first and only English-language book by this much loved alpinist  A climber of incredible strength, Ueli Steck set climbing records for speed and endurance that no one had previously thought possible. This deeply personal and revealing memoir,Ueli Steck: My Life in Climbing, is the only one of his books to be published in English.  In 2016, Ueli established a new speed record on Eiger's North Face--beating his own record! That same year he climbed all 82 four-thousand-meter peaks in the Alps within 62 days (traveling between the peaks by bicycle), and summited Annapurna's south face in 28 hours. But the dramatic events of the previous two years--the internationally reported conflict with Sherpas at Mount Everest, and the discovery of Alex Lowe's body on Shishapangma--changed him and made him rethink his approach to the mountains.  After withdrawing from the sport for a period, Ueli rediscovered his love of climbing, and in this memoir he explains how his perspective changed. While his drive to achieve in the mountains hadn't diminished, an evaluation of his experiences helped him find a new way to process the emotional and mental challenges that shaped his athletic outlook. Structured around key climbs,Ueli Steck: My Life in Climbing provides the history of each mountain and route, Ueli's reasons for attempting it, what happened on each climb itself, and what he learned from the experience. It also includes some fascinating insights into his training regimen.  Ueli infuses his story with the joy and freedom of climbing and running. He is honest, direct and, at times, exhibits the self-absorption common to many elite athletes. Ultimately, however, his experiences brought him to a place of self-awareness and he was no longer the same climber who first set the speed record on the Eiger's North Face. Ueli was determined that he would take only acceptable risks. Unfortunately, Ueli's bar for risk was still very high--he died while on a training climb on the Himalayan peak Nuptse on April 30, 2017.",,,,,,,,,,,224,,,5.51 x 0.63 x 8.66 in,,,English,,796.522092 B,,,,9781680511321,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:54:56.445994973,,,,,,,,rP9ftAEACAAJ,,0,0,0,,,
Uncommon Measure,,"A Journey Through Music, Performance, and the Science of Time",,,Natalie Hodges,"Hodges, Natalie",,,,,,Bellevue Literary Press,New York,,2022,,,,Biography & Autobiography,"NATIONAL BOOK AWARD LONGLIST NPR ""BEST BOOKS OF THE YEAR"" SELECTION NEW YORK TIMES EDITORS' CHOICE A virtuosic debut from a gifted violinist searching for a new mode of artistic becoming How does time shape consciousness and consciousness, time? Do we live in time, or does time live in us? And how does music, with its patterns of rhythm and harmony, inform our experience of time? Uncommon Measure explores these questions from the perspective of a young Korean American who dedicated herself to perfecting her art until performance anxiety forced her to give up the dream of becoming a concert solo violinist. Anchoring her story in illuminating research in neuroscience and quantum physics, Hodges traces her own passage through difficult family dynamics, prejudice, and enormous personal expectations to come to terms with the meaning of a life reimagined--one still shaped by classical music but moving toward the freedom of improvisation.",,,,,,,,,,,220,,,5.24 x 0.59 x 8.27 in,,,English,,781.4/3111,,,,9781942658979,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:49:58.233652949,,,,,,,,PR8wzgEACAAJ,,0,0,0,,,
Victory City,,A Novel,,,Salman Rushdie,"Rushdie, Salman",,,,,,Random House Publishing Group,"New York, USA",2023/02/07,2023,,,,Fiction,"NEW YORK TIMES BESTSELLER • The epic tale of a woman who breathes a fantastical empire into existence, only to be consumed by it over the centuries—from the transcendent imagination of Booker Prize–winning, internationally bestselling author Salman RushdieSalman Rushdie is one of Time’s 100 Most Influential People of the Year • “Victory City is a triumph—not because it exists, but because it is utterly enchanting.”—The AtlanticA BEST BOOK OF THE YEAR: The New York Times Book Review, The New Yorker, Time, NPR, The Washington Post, Chicago Public Library, Polygon, The Globe and Mail, BookreporterIn the wake of an unimportant battle between two long-forgotten kingdoms in fourteenth-century southern India, a nine-year-old girl has a divine encounter that will change the course of history. After witnessing the death of her mother, the grief-stricken Pampa Kampana becomes a vessel for a goddess, who begins to speak out of the girl’s mouth. Granting her powers beyond Pampa Kampana’s comprehension, the goddess tells her that she will be instrumental in the rise of a great city called Bisnaga—“victory city”—the wonder of the world.Over the next 250 years, Pampa Kampana’s life becomes deeply interwoven with Bisnaga’s, from its literal sowing from a bag of magic seeds to its tragic ruination in the most human of ways: the hubris of those in power. Whispering Bisnaga and its citizens into existence, Pampa Kampana attempts to make good on the task that the goddess set for her: to give women equal agency in a patriarchal world. But all stories have a way of getting away from their creator, and Bisnaga is no exception. As years pass, rulers come and go, battles are won and lost, and allegiances shift, the very fabric of Bisnaga becomes an ever more complex tapestry—with Pampa Kampana at its center.Brilliantly styled as a translation of an ancient epic, Victory City is a saga of love, adventure, and myth that is in itself a testament to the power of storytelling.",,,,,,,,,,,352,,,6.38 x 1.14 x 9.84 in,,12.99 $,English,,823/.914—dc23,,,,9780593243398,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:57:40.084146022,,,,,,,,b9B6EAAAQBAJ,,0,0,0,,,
Warbreaker,,,,,Brandon Sanderson,"Sanderson, Brandon",,,,,,Tor Fantasy,,,2010,,,,Magic,,,,,,,,,,,,688,,,,,,,,,,,,9780765360038,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 09:28:55.038671970,,,,,,,,,,0,0,0,,https://covers.openlibrary.org/b/id/14658347-L.jpg,
